initial,medial,nucleus,coda,tone,syllable
"","","y","m","4","ym_4"
"","","y","m","5","ym_5"
"","","y","m","6","ym_6"
"","","y","n","1","yn_1"
"","","y","n","2","yn_2"
"","","y","n","3","yn_3"
"","","y","n","4","yn_4"
"","","y","n","5","yn_5"
"","","y","n","6","yn_6"
"","","y","ng","1","yng_1"
"","","y","ng","2","yng_2"
"","","y","ng","3","yng_3"
"","","y","ng","4","yng_4"
"","","y","ng","5","yng_5"
"","","y","ng","6","yng_6"
"","","y","nh","1","ynh_1"
"","","y","nh","2","ynh_2"
"","","y","nh","3","ynh_3"
"","","y","nh","4","ynh_4"
"","","y","nh","5","ynh_5"
"","","y","nh","6","ynh_6"
"","","y","o","1","yo_1"
"","","y","o","2","yo_2"
"","","y","o","3","yo_3"
"","","y","o","4","yo_4"
"","","y","o","5","yo_5"
"","","y","o","6","yo_6"
"","","y","p","1","yp_1"
"","","y","p","2","yp_2"
"","","y","p","3","yp_3"
"","","y","p","4","yp_4"
"","","y","p","5","yp_5"
"","","y","p","6","yp_6"
"","","y","t","1","yt_1"
"","","y","t","2","yt_2"
"","","y","t","3","yt_3"
"","","y","t","4","yt_4"
"","","y","t","5","yt_5"
"","","y","t","6","yt_6"
"","","y","u","1","yu_1"
"","","y","u","2","yu_2"
"","","y","u","3","yu_3"
"","","y","u","4","yu_4"
"","","y","u","5","yu_5"
"","","y","u","6","yu_6"
"","","y","y","1","yy_1"
"","","y","y","2","yy_2"
"","","y","y","3","yy_3"
"","","y","y","4","yy_4"
"","","y","y","5","yy_5"
"","","y","y","6","yy_6"
"","","ya","","1","ya_1"
"","","ya","","2","ya_2"
"","","ya","","3","ya_3"
"","","ya","","4","ya_4"
"","","ya","","5","ya_5"
"","","ya","","6","ya_6"
"","","ya","c","1","yac_1"
"","","ya","c","2","yac_2"
"","","ya","c","3","yac_3"
"","","ya","c","4","yac_4"
"","","ya","c","5","yac_5"
"","","ya","c","6","yac_6"
"","","ya","ch","1","yach_1"
"","","ya","ch","2","yach_2"
"","","ya","ch","3","yach_3"
"","","ya","ch","4","yach_4"
"","","ya","ch","5","yach_5"
"","","ya","ch","6","yach_6"
"","","ya","i","1","yai_1"
"","","ya","i","2","yai_2"
"","","ya","i","3","yai_3"
"","","ya","i","4","yai_4"
"","","ya","i","5","yai_5"
"","","ya","i","6","yai_6"
"","","ya","m","1","yam_1"
"","","ya","m","2","yam_2"
"","","ya","m","3","yam_3"
"","","ya","m","4","yam_4"
"","","ya","m","5","yam_5"
"","","ya","m","6","yam_6"
"","","ya","n","1","yan_1"
"","","ya","n","2","yan_2"
"","","ya","n","3","yan_3"
"","","ya","n","4","yan_4"
"","","ya","n","5","yan_5"
"","","ya","n","6","yan_6"
"","","ya","ng","1","yang_1"
"","","ya","ng","2","yang_2"
"","","ya","ng","3","yang_3"
"","","ya","ng","4","yang_4"
"","","ya","ng","5","yang_5"
"","","ya","ng","6","yang_6"
"","","ya","nh","1","yanh_1"
"","","ya","nh","2","yanh_2"
"","","ya","nh","3","yanh_3"
"","","ya","nh","4","yanh_4"
"","","ya","nh","5","yanh_5"
"","","ya","nh","6","yanh_6"
"","","ya","o","1","yao_1"
"","","ya","o","2","yao_2"
"","","ya","o","3","yao_3"
"","","ya","o","4","yao_4"
"","","ya","o","5","yao_5"
"","","ya","o","6","yao_6"
"","","ya","p","1","yap_1"
"","","ya","p","2","yap_2"
"","","ya","p","3","yap_3"
"","","ya","p","4","yap_4"
"","","ya","p","5","yap_5"
"","","ya","p","6","yap_6"
"","","ya","t","1","yat_1"
"","","ya","t","2","yat_2"
"","","ya","t","3","yat_3"
"","","ya","t","4","yat_4"
"","","ya","t","5","yat_5"
"","","ya","t","6","yat_6"
"","","ya","u","1","yau_1"
"","","ya","u","2","yau_2"
"","","ya","u","3","yau_3"
"","","ya","u","4","yau_4"
"","","ya","u","5","yau_5"
"","","ya","u","6","yau_6"
"","","ya","y","1","yay_1"
"","","ya","y","2","yay_2"
"","","ya","y","3","yay_3"
"","","ya","y","4","yay_4"
"","","ya","y","5","yay_5"
"","","ya","y","6","yay_6"
"","","yê","","1","yê_1"
"","","yê","","2","yê_2"
"","","yê","","3","yê_3"
"","","yê","","4","yê_4"
"","","yê","","5","yê_5"
"","","yê","","6","yê_6"
"","","yê","c","1","yêc_1"
"","","yê","c","2","yêc_2"
"","","yê","c","3","yêc_3"
"","","yê","c","4","yêc_4"
"","","yê","c","5","yêc_5"
"","","yê","c","6","yêc_6"
"","","yê","ch","1","yêch_1"
"","","yê","ch","2","yêch_2"
"","","yê","ch","3","yêch_3"
"","","yê","ch","4","yêch_4"
"","","yê","ch","5","yêch_5"
"","","yê","ch","6","yêch_6"
"","","yê","i","1","yêi_1"
"","","yê","i","2","yêi_2"
"","","yê","i","3","yêi_3"
"","","yê","i","4","yêi_4"
"","","yê","i","5","yêi_5"
"","","yê","i","6","yêi_6"
"","","yê","m","1","yêm_1"
"","","yê","m","2","yêm_2"
"","","yê","m","3","yêm_3"
"","","yê","m","4","yêm_4"
"","","yê","m","5","yêm_5"
"","","yê","m","6","yêm_6"
"","","yê","n","1","yên_1"
"","","yê","n","2","yên_2"
"","","yê","n","3","yên_3"
"","","yê","n","4","yên_4"
"","","yê","n","5","yên_5"
"","","yê","n","6","yên_6"
"","","yê","ng","1","yêng_1"
"","","yê","ng","2","yêng_2"
"","","yê","ng","3","yêng_3"
"","","yê","ng","4","yêng_4"
"","","yê","ng","5","yêng_5"
"","","yê","ng","6","yêng_6"
"","","yê","nh","1","yênh_1"
"","","yê","nh","2","yênh_2"
"","","yê","nh","3","yênh_3"
"","","yê","nh","4","yênh_4"
"","","yê","nh","5","yênh_5"
"","","yê","nh","6","yênh_6"
"","","yê","o","1","yêo_1"
"","","yê","o","2","yêo_2"
"","","yê","o","3","yêo_3"
"","","yê","o","4","yêo_4"
"","","yê","o","5","yêo_5"
"","","yê","o","6","yêo_6"
"","","yê","p","1","yêp_1"
"","","yê","p","2","yêp_2"
"","","yê","p","3","yêp_3"
"","","yê","p","4","yêp_4"
"","","yê","p","5","yêp_5"
"","","yê","p","6","yêp_6"
"","","yê","t","1","yêt_1"
"","","yê","t","2","yêt_2"
"","","yê","t","3","yêt_3"
"","","yê","t","4","yêt_4"
"","","yê","t","5","yêt_5"
"","","yê","t","6","yêt_6"
"","","yê","u","1","yêu_1"
"","","yê","u","2","yêu_2"
"","","yê","u","3","yêu_3"
"","","yê","u","4","yêu_4"
"","","yê","u","5","yêu_5"
"","","yê","u","6","yêu_6"
"","","yê","y","1","yêy_1"
"","","yê","y","2","yêy_2"
"","","yê","y","3","yêy_3"
"","","yê","y","4","yêy_4"
"","","yê","y","5","yêy_5"
"","","yê","y","6","yêy_6"
"","","â","","1","â_1"
"","","â","","2","â_2"
"","","â","","3","â_3"
"","","â","","4","â_4"
"","","â","","5","â_5"
"","","â","","6","â_6"
"","","â","c","1","âc_1"
"","","â","c","2","âc_2"
"","","â","c","3","âc_3"
"","","â","c","4","âc_4"
"","","â","c","5","âc_5"
"","","â","c","6","âc_6"
"","","â","ch","1","âch_1"
"","","â","ch","2","âch_2"
"","","â","ch","3","âch_3"
"","","â","ch","4","âch_4"
"","","â","ch","5","âch_5"
"","","â","ch","6","âch_6"
"","","â","i","1","âi_1"
"","","â","i","2","âi_2"
"","","â","i","3","âi_3"
"","","â","i","4","âi_4"
"","","â","i","5","âi_5"
"","","â","i","6","âi_6"
"","","â","m","1","âm_1"
"","","â","m","2","âm_2"
"","","â","m","3","âm_3"
"","","â","m","4","âm_4"
"","","â","m","5","âm_5"
"","","â","m","6","âm_6"
"","","â","n","1","ân_1"
"","","â","n","2","ân_2"
"","","â","n","3","ân_3"
"","","â","n","4","ân_4"
"","","â","n","5","ân_5"
"","","â","n","6","ân_6"
"","","â","ng","1","âng_1"
"","","â","ng","2","âng_2"
"","","â","ng","3","âng_3"
"","","â","ng","4","âng_4"
"","","â","ng","5","âng_5"
"","","â","ng","6","âng_6"
"","","â","nh","1","ânh_1"
"","","â","nh","2","ânh_2"
"","","â","nh","3","ânh_3"
"","","â","nh","4","ânh_4"
"","","â","nh","5","ânh_5"
"","","â","nh","6","ânh_6"
"","","â","o","1","âo_1"
"","","â","o","2","âo_2"
"","","â","o","3","âo_3"
"","","â","o","4","âo_4"
"","","â","o","5","âo_5"
"","","â","o","6","âo_6"
"","","â","p","1","âp_1"
"","","â","p","2","âp_2"
"","","â","p","3","âp_3"
"","","â","p","4","âp_4"
"","","â","p","5","âp_5"
"","","â","p","6","âp_6"
"","","â","t","1","ât_1"
"","","â","t","2","ât_2"
"","","â","t","3","ât_3"
"","","â","t","4","ât_4"
"","","â","t","5","ât_5"
"","","â","t","6","ât_6"
"","","â","u","1","âu_1"
"","","â","u","2","âu_2"
"","","â","u","3","âu_3"
"","","â","u","4","âu_4"
"","","â","u","5","âu_5"
"","","â","u","6","âu_6"
"","","â","y","1","ây_1"
"","","â","y","2","ây_2"
"","","â","y","3","ây_3"
"","","â","y","4","ây_4"
"","","â","y","5","ây_5"
"","","â","y","6","ây_6"
"","","ê","","1","ê_1"
"","","ê","","2","ê_2"
"","","ê","","3","ê_3"
"","","ê","","4","ê_4"
"","","ê","","5","ê_5"
"","","ê","","6","ê_6"
"","","ê","c","1","êc_1"
"","","ê","c","2","êc_2"
"","","ê","c","3","êc_3"
"","","ê","c","4","êc_4"
"","","ê","c","5","êc_5"
"","","ê","c","6","êc_6"
"","","ê","ch","1","êch_1"
"","","ê","ch","2","êch_2"
"","","ê","ch","3","êch_3"
"","","ê","ch","4","êch_4"
"","","ê","ch","5","êch_5"
"","","ê","ch","6","êch_6"
"","","ê","i","1","êi_1"
"","","ê","i","2","êi_2"
"","","ê","i","3","êi_3"
"","","ê","i","4","êi_4"
"","","ê","i","5","êi_5"
"","","ê","i","6","êi_6"
"","","ê","m","1","êm_1"
"","","ê","m","2","êm_2"
"","","ê","m","3","êm_3"
"","","ê","m","4","êm_4"
"","","ê","m","5","êm_5"
"","","ê","m","6","êm_6"
"","","ê","n","1","ên_1"
"","","ê","n","2","ên_2"
"","","ê","n","3","ên_3"
"","","ê","n","4","ên_4"
"","","ê","n","5","ên_5"
"","","ê","n","6","ên_6"
"","","ê","ng","1","êng_1"
"","","ê","ng","2","êng_2"
"","","ê","ng","3","êng_3"
"","","ê","ng","4","êng_4"
"","","ê","ng","5","êng_5"
"","","ê","ng","6","êng_6"
"","","ê","nh","1","ênh_1"
"","","ê","nh","2","ênh_2"
"","","ê","nh","3","ênh_3"
"","","ê","nh","4","ênh_4"
"","","ê","nh","5","ênh_5"
"","","ê","nh","6","ênh_6"
"","","ê","o","1","êo_1"
"","","ê","o","2","êo_2"
"","","ê","o","3","êo_3"
"","","ê","o","4","êo_4"
"","","ê","o","5","êo_5"
"","","ê","o","6","êo_6"
"","","ê","p","1","êp_1"
"","","ê","p","2","êp_2"
"","","ê","p","3","êp_3"
"","","ê","p","4","êp_4"
"","","ê","p","5","êp_5"
"","","ê","p","6","êp_6"
"","","ê","t","1","êt_1"
"","","ê","t","2","êt_2"
"","","ê","t","3","êt_3"
"","","ê","t","4","êt_4"
"","","ê","t","5","êt_5"
"","","ê","t","6","êt_6"
"","","ê","u","1","êu_1"
"","","ê","u","2","êu_2"
"","","ê","u","3","êu_3"
"","","ê","u","4","êu_4"
"","","ê","u","5","êu_5"
"","","ê","u","6","êu_6"
"","","ê","y","1","êy_1"
"","","ê","y","2","êy_2"
"","","ê","y","3","êy_3"
"","","ê","y","4","êy_4"
"","","ê","y","5","êy_5"
"","","ê","y","6","êy_6"
"","","ô","","1","ô_1"
"","","ô","","2","ô_2"
"","","ô","","3","ô_3"
"","","ô","","4","ô_4"
"","","ô","","5","ô_5"
"","","ô","","6","ô_6"
"","","ô","c","1","ôc_1"
"","","ô","c","2","ôc_2"
"","","ô","c","3","ôc_3"
"","","ô","c","4","ôc_4"
"","","ô","c","5","ôc_5"
"","","ô","c","6","ôc_6"
"","","ô","ch","1","ôch_1"
"","","ô","ch","2","ôch_2"
"","","ô","ch","3","ôch_3"
"","","ô","ch","4","ôch_4"
"","","ô","ch","5","ôch_5"
"","","ô","ch","6","ôch_6"
"","","ô","i","1","ôi_1"
"","","ô","i","2","ôi_2"
"","","ô","i","3","ôi_3"
"","","ô","i","4","ôi_4"
"","","ô","i","5","ôi_5"
"","","ô","i","6","ôi_6"
"","","ô","m","1","ôm_1"
"","","ô","m","2","ôm_2"
"","","ô","m","3","ôm_3"
"","","ô","m","4","ôm_4"
"","","ô","m","5","ôm_5"
"","","ô","m","6","ôm_6"
"","","ô","n","1","ôn_1"
"","","ô","n","2","ôn_2"
"","","ô","n","3","ôn_3"
"","","ô","n","4","ôn_4"
"","","ô","n","5","ôn_5"
"","","ô","n","6","ôn_6"
"","","ô","ng","1","ông_1"
"","","ô","ng","2","ông_2"
"","","ô","ng","3","ông_3"
"","","ô","ng","4","ông_4"
"","","ô","ng","5","ông_5"
"","","ô","ng","6","ông_6"
"","","ô","nh","1","ônh_1"
"","","ô","nh","2","ônh_2"
"","","ô","nh","3","ônh_3"
"","","ô","nh","4","ônh_4"
"","","ô","nh","5","ônh_5"
"","","ô","nh","6","ônh_6"
"","","ô","o","1","ôo_1"
"","","ô","o","2","ôo_2"
"","","ô","o","3","ôo_3"
"","","ô","o","4","ôo_4"
"","","ô","o","5","ôo_5"
"","","ô","o","6","ôo_6"
"","","ô","p","1","ôp_1"
"","","ô","p","2","ôp_2"
"","","ô","p","3","ôp_3"
"","","ô","p","4","ôp_4"
"","","ô","p","5","ôp_5"
"","","ô","p","6","ôp_6"
"","","ô","t","1","ôt_1"
"","","ô","t","2","ôt_2"
"","","ô","t","3","ôt_3"
"","","ô","t","4","ôt_4"
"","","ô","t","5","ôt_5"
"","","ô","t","6","ôt_6"
"","","ô","u","1","ôu_1"
"","","ô","u","2","ôu_2"
"","","ô","u","3","ôu_3"
"","","ô","u","4","ôu_4"
"","","ô","u","5","ôu_5"
"","","ô","u","6","ôu_6"
"","","ô","y","1","ôy_1"
"","","ô","y","2","ôy_2"
"","","ô","y","3","ôy_3"
"","","ô","y","4","ôy_4"
"","","ô","y","5","ôy_5"
"","","ô","y","6","ôy_6"
"","","ă","","1","ă_1"
"","","ă","","2","ă_2"
"","","ă","","3","ă_3"
"","","ă","","4","ă_4"
"","","ă","","5","ă_5"
"","","ă","","6","ă_6"
"","","ă","c","1","ăc_1"
"","","ă","c","2","ăc_2"
"","","ă","c","3","ăc_3"
"","","ă","c","4","ăc_4"
"","","ă","c","5","ăc_5"
"","","ă","c","6","ăc_6"
"","","ă","ch","1","ăch_1"
"","","ă","ch","2","ăch_2"
"","","ă","ch","3","ăch_3"
"","","ă","ch","4","ăch_4"
"","","ă","ch","5","ăch_5"
"","","ă","ch","6","ăch_6"
"","","ă","i","1","ăi_1"
"","","ă","i","2","ăi_2"
"","","ă","i","3","ăi_3"
"","","ă","i","4","ăi_4"
"","","ă","i","5","ăi_5"
"","","ă","i","6","ăi_6"
"","","ă","m","1","ăm_1"
"","","ă","m","2","ăm_2"
"","","ă","m","3","ăm_3"
"","","ă","m","4","ăm_4"
"","","ă","m","5","ăm_5"
"","","ă","m","6","ăm_6"
"","","ă","n","1","ăn_1"
"","","ă","n","2","ăn_2"
"","","ă","n","3","ăn_3"
"","","ă","n","4","ăn_4"
"","","ă","n","5","ăn_5"
"","","ă","n","6","ăn_6"
"","","ă","ng","1","ăng_1"
"","","ă","ng","2","ăng_2"
"","","ă","ng","3","ăng_3"
"","","ă","ng","4","ăng_4"
"","","ă","ng","5","ăng_5"
"","","ă","ng","6","ăng_6"
"","","ă","nh","1","ănh_1"
"","","ă","nh","2","ănh_2"
"","","ă","nh","3","ănh_3"
"","","ă","nh","4","ănh_4"
"","","ă","nh","5","ănh_5"
"","","ă","nh","6","ănh_6"
"","","ă","o","1","ăo_1"
"","","ă","o","2","ăo_2"
"","","ă","o","3","ăo_3"
"","","ă","o","4","ăo_4"
"","","ă","o","5","ăo_5"
"","","ă","o","6","ăo_6"
"","","ă","p","1","ăp_1"
"","","ă","p","2","ăp_2"
"","","ă","p","3","ăp_3"
"","","ă","p","4","ăp_4"
"","","ă","p","5","ăp_5"
"","","ă","p","6","ăp_6"
"","","ă","t","1","ăt_1"
"","","ă","t","2","ăt_2"
"","","ă","t","3","ăt_3"
"","","ă","t","4","ăt_4"
"","","ă","t","5","ăt_5"
"","","ă","t","6","ăt_6"
"","","ă","u","1","ău_1"
"","","ă","u","2","ău_2"
"","","ă","u","3","ău_3"
"","","ă","u","4","ău_4"
"","","ă","u","5","ău_5"
"","","ă","u","6","ău_6"
"","","ă","y","1","ăy_1"
"","","ă","y","2","ăy_2"
"","","ă","y","3","ăy_3"
"","","ă","y","4","ăy_4"
"","","ă","y","5","ăy_5"
"","","ă","y","6","ăy_6"
"","","ơ","","1","ơ_1"
"","","ơ","","2","ơ_2"
"","","ơ","","3","ơ_3"
"","","ơ","","4","ơ_4"
"","","ơ","","5","ơ_5"
"","","ơ","","6","ơ_6"
"","","ơ","c","1","ơc_1"
"","","ơ","c","2","ơc_2"
"","","ơ","c","3","ơc_3"
"","","ơ","c","4","ơc_4"
"","","ơ","c","5","ơc_5"
"","","ơ","c","6","ơc_6"
"","","ơ","ch","1","ơch_1"
"","","ơ","ch","2","ơch_2"
"","","ơ","ch","3","ơch_3"
"","","ơ","ch","4","ơch_4"
"","","ơ","ch","5","ơch_5"
"","","ơ","ch","6","ơch_6"
"","","ơ","i","1","ơi_1"
"","","ơ","i","2","ơi_2"
"","","ơ","i","3","ơi_3"
"","","ơ","i","4","ơi_4"
"","","ơ","i","5","ơi_5"
"","","ơ","i","6","ơi_6"
"","","ơ","m","1","ơm_1"
"","","ơ","m","2","ơm_2"
"","","ơ","m","3","ơm_3"
"","","ơ","m","4","ơm_4"
"","","ơ","m","5","ơm_5"
"","","ơ","m","6","ơm_6"
"","","ơ","n","1","ơn_1"
"","","ơ","n","2","ơn_2"
"","","ơ","n","3","ơn_3"
"","","ơ","n","4","ơn_4"
"","","ơ","n","5","ơn_5"
"","","ơ","n","6","ơn_6"
"","","ơ","ng","1","ơng_1"
"","","ơ","ng","2","ơng_2"
"","","ơ","ng","3","ơng_3"
"","","ơ","ng","4","ơng_4"
"","","ơ","ng","5","ơng_5"
"","","ơ","ng","6","ơng_6"
"","","ơ","nh","1","ơnh_1"
"","","ơ","nh","2","ơnh_2"
"","","ơ","nh","3","ơnh_3"
"","","ơ","nh","4","ơnh_4"
"","","ơ","nh","5","ơnh_5"
"","","ơ","nh","6","ơnh_6"
"","","ơ","o","1","ơo_1"
"","","ơ","o","2","ơo_2"
"","","ơ","o","3","ơo_3"
"","","ơ","o","4","ơo_4"
"","","ơ","o","5","ơo_5"
"","","ơ","o","6","ơo_6"
"","","ơ","p","1","ơp_1"
"","","ơ","p","2","ơp_2"
"","","ơ","p","3","ơp_3"
"","","ơ","p","4","ơp_4"
"","","ơ","p","5","ơp_5"
"","","ơ","p","6","ơp_6"
"","","ơ","t","1","ơt_1"
"","","ơ","t","2","ơt_2"
"","","ơ","t","3","ơt_3"
"","","ơ","t","4","ơt_4"
"","","ơ","t","5","ơt_5"
"","","ơ","t","6","ơt_6"
"","","ơ","u","1","ơu_1"
"","","ơ","u","2","ơu_2"
"","","ơ","u","3","ơu_3"
"","","ơ","u","4","ơu_4"
"","","ơ","u","5","ơu_5"
"","","ơ","u","6","ơu_6"
"","","ơ","y","1","ơy_1"
"","","ơ","y","2","ơy_2"
"","","ơ","y","3","ơy_3"
"","","ơ","y","4","ơy_4"
"","","ơ","y","5","ơy_5"
"","","ơ","y","6","ơy_6"
"","","ư","","1","ư_1"
"","","ư","","2","ư_2"
"","","ư","","3","ư_3"
"","","ư","","4","ư_4"
"","","ư","","5","ư_5"
"","","ư","","6","ư_6"
"","","ư","c","1","ưc_1"
"","","ư","c","2","ưc_2"
"","","ư","c","3","ưc_3"
"","","ư","c","4","ưc_4"
"","","ư","c","5","ưc_5"
"","","ư","c","6","ưc_6"
"","","ư","ch","1","ưch_1"
"","","ư","ch","2","ưch_2"
"","","ư","ch","3","ưch_3"
"","","ư","ch","4","ưch_4"
"","","ư","ch","5","ưch_5"
"","","ư","ch","6","ưch_6"
"","","ư","i","1","ưi_1"
"","","ư","i","2","ưi_2"
"","","ư","i","3","ưi_3"
"","","ư","i","4","ưi_4"
"","","ư","i","5","ưi_5"
"","","ư","i","6","ưi_6"
"","","ư","m","1","ưm_1"
"","","ư","m","2","ưm_2"
"","","ư","m","3","ưm_3"
"","","ư","m","4","ưm_4"
"","","ư","m","5","ưm_5"
"","","ư","m","6","ưm_6"
"","","ư","n","1","ưn_1"
"","","ư","n","2","ưn_2"
"","","ư","n","3","ưn_3"
"","","ư","n","4","ưn_4"
"","","ư","n","5","ưn_5"
"","","ư","n","6","ưn_6"
"","","ư","ng","1","ưng_1"
"","","ư","ng","2","ưng_2"
"","","ư","ng","3","ưng_3"
"","","ư","ng","4","ưng_4"
"","","ư","ng","5","ưng_5"
"","","ư","ng","6","ưng_6"
"","","ư","nh","1","ưnh_1"
"","","ư","nh","2","ưnh_2"
"","","ư","nh","3","ưnh_3"
"","","ư","nh","4","ưnh_4"
"","","ư","nh","5","ưnh_5"
"","","ư","nh","6","ưnh_6"
"","","ư","o","1","ưo_1"
"","","ư","o","2","ưo_2"
"","","ư","o","3","ưo_3"
"","","ư","o","4","ưo_4"
"","","ư","o","5","ưo_5"
"","","ư","o","6","ưo_6"
"","","ư","p","1","ưp_1"
"","","ư","p","2","ưp_2"
"","","ư","p","3","ưp_3"
"","","ư","p","4","ưp_4"
"","","ư","p","5","ưp_5"
"","","ư","p","6","ưp_6"
"","","ư","t","1","ưt_1"
"","","ư","t","2","ưt_2"
"","","ư","t","3","ưt_3"
"","","ư","t","4","ưt_4"
"","","ư","t","5","ưt_5"
"","","ư","t","6","ưt_6"
"","","ư","u","1","ưu_1"
"","","ư","u","2","ưu_2"
"","","ư","u","3","ưu_3"
"","","ư","u","4","ưu_4"
"","","ư","u","5","ưu_5"
"","","ư","u","6","ưu_6"
"","","ư","y","1","ưy_1"
"","","ư","y","2","ưy_2"
"","","ư","y","3","ưy_3"
"","","ư","y","4","ưy_4"
"","","ư","y","5","ưy_5"
"","","ư","y","6","ưy_6"
"","","ưa","","1","ưa_1"
"","","ưa","","2","ưa_2"
"","","ưa","","3","ưa_3"
"","","ưa","","4","ưa_4"
"","","ưa","","5","ưa_5"
"","","ưa","","6","ưa_6"
"","","ưa","c","1","ưac_1"
"","","ưa","c","2","ưac_2"
"","","ưa","c","3","ưac_3"
"","","ưa","c","4","ưac_4"
"","","ưa","c","5","ưac_5"
"","","ưa","c","6","ưac_6"
"","","ưa","ch","1","ưach_1"
"","","ưa","ch","2","ưach_2"
"","","ưa","ch","3","ưach_3"
"","","ưa","ch","4","ưach_4"
"","","ưa","ch","5","ưach_5"
"","","ưa","ch","6","ưach_6"
"","","ưa","i","1","ưai_1"
"","","ưa","i","2","ưai_2"
"","","ưa","i","3","ưai_3"
"","","ưa","i","4","ưai_4"
"","","ưa","i","5","ưai_5"
"","","ưa","i","6","ưai_6"
"","","ưa","m","1","ưam_1"
"","","ưa","m","2","ưam_2"
"","","ưa","m","3","ưam_3"
"","","ưa","m","4","ưam_4"
"","","ưa","m","5","ưam_5"
"","","ưa","m","6","ưam_6"
"","","ưa","n","1","ưan_1"
"","","ưa","n","2","ưan_2"
"","","ưa","n","3","ưan_3"
"","","ưa","n","4","ưan_4"
"","","ưa","n","5","ưan_5"
"","","ưa","n","6","ưan_6"
"","","ưa","ng","1","ưang_1"
"","","ưa","ng","2","ưang_2"
"","","ưa","ng","3","ưang_3"
"","","ưa","ng","4","ưang_4"
"","","ưa","ng","5","ưang_5"
"","","ưa","ng","6","ưang_6"
"","","ưa","nh","1","ưanh_1"
"","","ưa","nh","2","ưanh_2"
"","","ưa","nh","3","ưanh_3"
"","","ưa","nh","4","ưanh_4"
"","","ưa","nh","5","ưanh_5"
"","","ưa","nh","6","ưanh_6"
"","","ưa","o","1","ưao_1"
"","","ưa","o","2","ưao_2"
"","","ưa","o","3","ưao_3"
"","","ưa","o","4","ưao_4"
"","","ưa","o","5","ưao_5"
"","","ưa","o","6","ưao_6"
"","","ưa","p","1","ưap_1"
"","","ưa","p","2","ưap_2"
"","","ưa","p","3","ưap_3"
"","","ưa","p","4","ưap_4"
"","","ưa","p","5","ưap_5"
"","","ưa","p","6","ưap_6"
"","","ưa","t","1","ưat_1"
"","","ưa","t","2","ưat_2"
"","","ưa","t","3","ưat_3"
"","","ưa","t","4","ưat_4"
"","","ưa","t","5","ưat_5"
"","","ưa","t","6","ưat_6"
"","","ưa","u","1","ưau_1"
"","","ưa","u","2","ưau_2"
"","","ưa","u","3","ưau_3"
"","","ưa","u","4","ưau_4"
"","","ưa","u","5","ưau_5"
"","","ưa","u","6","ưau_6"
"","","ưa","y","1","ưay_1"
"","","ưa","y","2","ưay_2"
"","","ưa","y","3","ưay_3"
"","","ưa","y","4","ưay_4"
"","","ưa","y","5","ưay_5"
"","","ưa","y","6","ưay_6"
"","","ươ","","1","ươ_1"
"","","ươ","","2","ươ_2"
"","","ươ","","3","ươ_3"
"","","ươ","","4","ươ_4"
"","","ươ","","5","ươ_5"
"","","ươ","","6","ươ_6"
"","","ươ","c","1","ươc_1"
"","","ươ","c","2","ươc_2"
"","","ươ","c","3","ươc_3"
"","","ươ","c","4","ươc_4"
"","","ươ","c","5","ươc_5"
"","","ươ","c","6","ươc_6"
"","","ươ","ch","1","ươch_1"
"","","ươ","ch","2","ươch_2"
"","","ươ","ch","3","ươch_3"
"","","ươ","ch","4","ươch_4"
"","","ươ","ch","5","ươch_5"
"","","ươ","ch","6","ươch_6"
